C,P,I,time_pred,recall_pred,P_C_ratio,score
9088,179,6,3.75,0.9919,0.0197,0.2576
9088,181,6,3.75,0.9919,0.0199,0.2576
9088,183,6,3.75,0.9919,0.0201,0.2576
9088,185,6,3.75,0.9919,0.0204,0.2576
9088,187,6,3.75,0.9919,0.0206,0.2576
9088,189,6,3.75,0.9919,0.0208,0.2576
9088,191,6,3.75,0.9919,0.021,0.2576
9088,193,6,3.75,0.9919,0.0212,0.2576
9088,195,6,3.75,0.9919,0.0215,0.2576
9088,197,6,3.75,0.9919,0.0217,0.2576
9088,199,6,3.75,0.9919,0.0219,0.2576
9088,201,6,3.75,0.9919,0.0221,0.2576
9088,203,6,3.75,0.9919,0.0223,0.2576
9088,205,6,3.75,0.9919,0.0226,0.2576
9088,207,6,3.75,0.9919,0.0228,0.2576
9104,177,6,3.75,0.9919,0.0194,0.2576
9104,179,6,3.75,0.9919,0.0197,0.2576
9104,181,6,3.75,0.9919,0.0199,0.2576
9104,183,6,3.75,0.9919,0.0201,0.2576
9104,185,6,3.75,0.9919,0.0203,0.2576
9104,187,6,3.75,0.9919,0.0205,0.2576
9104,189,6,3.75,0.9919,0.0208,0.2576
9104,191,6,3.75,0.9919,0.021,0.2576
9104,193,6,3.75,0.9919,0.0212,0.2576
9104,195,6,3.75,0.9919,0.0214,0.2576
9104,197,6,3.75,0.9919,0.0216,0.2576
9104,199,6,3.75,0.9919,0.0219,0.2576
9104,201,6,3.75,0.9919,0.0221,0.2576
9104,203,6,3.75,0.9919,0.0223,0.2576
9104,205,6,3.75,0.9919,0.0225,0.2576
9104,207,6,3.75,0.9919,0.0227,0.2576
9120,177,6,3.75,0.9919,0.0194,0.2576
9120,179,6,3.75,0.9919,0.0196,0.2576
9120,181,6,3.75,0.9919,0.0198,0.2576
9120,183,6,3.75,0.9919,0.0201,0.2576
9120,185,6,3.75,0.9919,0.0203,0.2576
9120,187,6,3.75,0.9919,0.0205,0.2576
9120,189,6,3.75,0.9919,0.0207,0.2576
9120,191,6,3.75,0.9919,0.0209,0.2576
9120,193,6,3.75,0.9919,0.0212,0.2576
9120,195,6,3.75,0.9919,0.0214,0.2576
9120,197,6,3.75,0.9919,0.0216,0.2576
9120,199,6,3.75,0.9919,0.0218,0.2576
9120,201,6,3.75,0.9919,0.022,0.2576
9120,203,6,3.75,0.9919,0.0223,0.2576
9120,205,6,3.75,0.9919,0.0225,0.2576
9120,207,6,3.75,0.9919,0.0227,0.2576
9136,177,6,3.75,0.9919,0.0194,0.2576
9136,179,6,3.75,0.9919,0.0196,0.2576
9136,181,6,3.75,0.9919,0.0198,0.2576
9136,183,6,3.75,0.9919,0.02,0.2576
9136,185,6,3.75,0.9919,0.0202,0.2576
9136,187,6,3.75,0.9919,0.0205,0.2576
9136,189,6,3.75,0.9919,0.0207,0.2576
9136,191,6,3.75,0.9919,0.0209,0.2576
9136,193,6,3.75,0.9919,0.0211,0.2576
9136,195,6,3.75,0.9919,0.0213,0.2576
9136,197,6,3.75,0.9919,0.0216,0.2576
9136,199,6,3.75,0.9919,0.0218,0.2576
9136,201,6,3.75,0.9919,0.022,0.2576
9136,203,6,3.75,0.9919,0.0222,0.2576
9136,205,6,3.75,0.9919,0.0224,0.2576
9136,207,6,3.75,0.9919,0.0227,0.2576
9152,177,6,3.75,0.9919,0.0193,0.2576
9152,179,6,3.75,0.9919,0.0196,0.2576
9152,181,6,3.75,0.9919,0.0198,0.2576
9152,183,6,3.75,0.9919,0.02,0.2576
9152,185,6,3.75,0.9919,0.0202,0.2576
9152,187,6,3.75,0.9919,0.0204,0.2576
9152,189,6,3.75,0.9919,0.0207,0.2576
9152,191,6,3.75,0.9919,0.0209,0.2576
9152,193,6,3.75,0.9919,0.0211,0.2576
9152,195,6,3.75,0.9919,0.0213,0.2576
9152,197,6,3.75,0.9919,0.0215,0.2576
9152,199,6,3.75,0.9919,0.0217,0.2576
9152,201,6,3.75,0.9919,0.022,0.2576
9152,203,6,3.75,0.9919,0.0222,0.2576
9152,205,6,3.75,0.9919,0.0224,0.2576
9152,207,6,3.75,0.9919,0.0226,0.2576
9168,177,6,3.75,0.9919,0.0193,0.2576
9168,179,6,3.75,0.9919,0.0195,0.2576
9168,181,6,3.75,0.9919,0.0197,0.2576
9168,183,6,3.75,0.9919,0.02,0.2576
9168,185,6,3.75,0.9919,0.0202,0.2576
9168,187,6,3.75,0.9919,0.0204,0.2576
9168,189,6,3.75,0.9919,0.0206,0.2576
9168,191,6,3.75,0.9919,0.0208,0.2576
9168,193,6,3.75,0.9919,0.0211,0.2576
9168,195,6,3.75,0.9919,0.0213,0.2576
9168,197,6,3.75,0.9919,0.0215,0.2576
9168,199,6,3.75,0.9919,0.0217,0.2576
9168,201,6,3.75,0.9919,0.0219,0.2576
9168,203,6,3.75,0.9919,0.0221,0.2576
9168,205,6,3.75,0.9919,0.0224,0.2576
9168,207,6,3.75,0.9919,0.0226,0.2576
9184,177,6,3.75,0.9919,0.0193,0.2576
9184,179,6,3.75,0.9919,0.0195,0.2576
9184,181,6,3.75,0.9919,0.0197,0.2576
9184,183,6,3.75,0.9919,0.0199,0.2576
9184,185,6,3.75,0.9919,0.0201,0.2576
9184,187,6,3.75,0.9919,0.0204,0.2576
9184,189,6,3.75,0.9919,0.0206,0.2576
9184,191,6,3.75,0.9919,0.0208,0.2576
9184,193,6,3.75,0.9919,0.021,0.2576
9184,195,6,3.75,0.9919,0.0212,0.2576
9184,197,6,3.75,0.9919,0.0215,0.2576
9184,199,6,3.75,0.9919,0.0217,0.2576
9184,201,6,3.75,0.9919,0.0219,0.2576
9184,203,6,3.75,0.9919,0.0221,0.2576
9184,205,6,3.75,0.9919,0.0223,0.2576
9184,207,6,3.75,0.9919,0.0225,0.2576
9200,177,6,3.75,0.9919,0.0192,0.2576
9200,179,6,3.75,0.9919,0.0195,0.2576
9200,181,6,3.75,0.9919,0.0197,0.2576
9200,183,6,3.75,0.9919,0.0199,0.2576
9200,185,6,3.75,0.9919,0.0201,0.2576
9200,187,6,3.75,0.9919,0.0203,0.2576
9200,189,6,3.75,0.9919,0.0205,0.2576
9200,191,6,3.75,0.9919,0.0208,0.2576
9200,193,6,3.75,0.9919,0.021,0.2576
9200,195,6,3.75,0.9919,0.0212,0.2576
9200,197,6,3.75,0.9919,0.0214,0.2576
9200,199,6,3.75,0.9919,0.0216,0.2576
9200,201,6,3.75,0.9919,0.0218,0.2576
9200,203,6,3.75,0.9919,0.0221,0.2576
9200,205,6,3.75,0.9919,0.0223,0.2576
9200,207,6,3.75,0.9919,0.0225,0.2576
9216,177,6,3.75,0.9919,0.0192,0.2576
9216,179,6,3.75,0.9919,0.0194,0.2576
9216,181,6,3.75,0.9919,0.0196,0.2576
9216,183,6,3.75,0.9919,0.0199,0.2576
9216,185,6,3.75,0.9919,0.0201,0.2576
9216,187,6,3.75,0.9919,0.0203,0.2576
9216,189,6,3.75,0.9919,0.0205,0.2576
9216,191,6,3.75,0.9919,0.0207,0.2576
9216,193,6,3.75,0.9919,0.0209,0.2576
9216,195,6,3.75,0.9919,0.0212,0.2576
9216,197,6,3.75,0.9919,0.0214,0.2576
9216,199,6,3.75,0.9919,0.0216,0.2576
9216,201,6,3.75,0.9919,0.0218,0.2576
9216,203,6,3.75,0.9919,0.022,0.2576
9216,205,6,3.75,0.9919,0.0222,0.2576
9216,207,6,3.75,0.9919,0.0225,0.2576
9232,177,6,3.75,0.9909,0.0192,0.2574
9232,179,6,3.75,0.9909,0.0194,0.2574
9232,181,6,3.75,0.9909,0.0196,0.2574
9232,183,6,3.75,0.9909,0.0198,0.2574
9232,185,6,3.75,0.9909,0.02,0.2574
9232,187,6,3.75,0.9909,0.0203,0.2574
9232,189,6,3.75,0.9909,0.0205,0.2574
9232,191,6,3.75,0.9909,0.0207,0.2574
9232,193,6,3.75,0.9909,0.0209,0.2574
9232,195,6,3.75,0.9909,0.0211,0.2574
9232,197,6,3.75,0.9909,0.0213,0.2574
9232,199,6,3.75,0.9909,0.0216,0.2574
9232,201,6,3.75,0.9909,0.0218,0.2574
9232,203,6,3.75,0.9909,0.022,0.2574
9232,205,6,3.75,0.9909,0.0222,0.2574
9232,207,6,3.75,0.9909,0.0224,0.2574
9248,177,6,3.75,0.9909,0.0191,0.2574
9248,179,6,3.75,0.9909,0.0194,0.2574
9248,181,6,3.75,0.9909,0.0196,0.2574
9248,183,6,3.75,0.9909,0.0198,0.2574
9248,185,6,3.75,0.9909,0.02,0.2574
9248,187,6,3.75,0.9909,0.0202,0.2574
9248,189,6,3.75,0.9909,0.0204,0.2574
9248,191,6,3.75,0.9909,0.0207,0.2574
9248,193,6,3.75,0.9909,0.0209,0.2574
9248,195,6,3.75,0.9909,0.0211,0.2574
9248,197,6,3.75,0.9909,0.0213,0.2574
9248,199,6,3.75,0.9909,0.0215,0.2574
9248,201,6,3.75,0.9909,0.0217,0.2574
9248,203,6,3.75,0.9909,0.022,0.2574
9248,205,6,3.75,0.9909,0.0222,0.2574
9248,207,6,3.75,0.9909,0.0224,0.2574
9264,177,6,3.75,0.9909,0.0191,0.2574
9264,179,6,3.75,0.9909,0.0193,0.2574
9264,181,6,3.75,0.9909,0.0195,0.2574
9264,183,6,3.75,0.9909,0.0198,0.2574
9264,185,6,3.75,0.9909,0.02,0.2574
9264,187,6,3.75,0.9909,0.0202,0.2574
9264,189,6,3.75,0.9909,0.0204,0.2574
9264,191,6,3.75,0.9909,0.0206,0.2574
9264,193,6,3.75,0.9909,0.0208,0.2574
9264,195,6,3.75,0.9909,0.021,0.2574
9264,197,6,3.75,0.9909,0.0213,0.2574
9264,199,6,3.75,0.9909,0.0215,0.2574
9264,201,6,3.75,0.9909,0.0217,0.2574
9264,203,6,3.75,0.9909,0.0219,0.2574
9264,205,6,3.75,0.9909,0.0221,0.2574
9264,207,6,3.75,0.9909,0.0223,0.2574
9280,177,6,3.75,0.9909,0.0191,0.2574
9280,179,6,3.75,0.9909,0.0193,0.2574
9280,181,6,3.75,0.9909,0.0195,0.2574
9280,183,6,3.75,0.9909,0.0197,0.2574
9280,185,6,3.75,0.9909,0.0199,0.2574
9280,187,6,3.75,0.9909,0.0202,0.2574
9280,189,6,3.75,0.9909,0.0204,0.2574
9280,191,6,3.75,0.9909,0.0206,0.2574
9280,193,6,3.75,0.9909,0.0208,0.2574
9280,195,6,3.75,0.9909,0.021,0.2574
9280,197,6,3.75,0.9909,0.0212,0.2574
9280,199,6,3.75,0.9909,0.0214,0.2574
9280,201,6,3.75,0.9909,0.0217,0.2574
9280,203,6,3.75,0.9909,0.0219,0.2574
9280,205,6,3.75,0.9909,0.0221,0.2574
9280,207,6,3.75,0.9909,0.0223,0.2574
9296,177,6,3.75,0.9909,0.019,0.2574
9296,179,6,3.75,0.9909,0.0193,0.2574
9296,181,6,3.75,0.9909,0.0195,0.2574
9296,183,6,3.75,0.9909,0.0197,0.2574
9296,185,6,3.75,0.9909,0.0199,0.2574
9296,187,6,3.75,0.9909,0.0201,0.2574
9296,189,6,3.75,0.9909,0.0203,0.2574
9296,191,6,3.75,0.9909,0.0205,0.2574
9296,193,6,3.75,0.9909,0.0208,0.2574
9296,195,6,3.75,0.9909,0.021,0.2574
9296,197,6,3.75,0.9909,0.0212,0.2574
9296,199,6,3.75,0.9909,0.0214,0.2574
9296,201,6,3.75,0.9909,0.0216,0.2574
9296,203,6,3.75,0.9909,0.0218,0.2574
9296,205,6,3.75,0.9909,0.0221,0.2574
9296,207,6,3.75,0.9909,0.0223,0.2574
9312,177,6,3.75,0.9909,0.019,0.2574
9312,179,6,3.75,0.9909,0.0192,0.2574
9312,181,6,3.75,0.9909,0.0194,0.2574
9312,183,6,3.75,0.9909,0.0197,0.2574
9312,185,6,3.75,0.9909,0.0199,0.2574
9312,187,6,3.75,0.9909,0.0201,0.2574
9312,189,6,3.75,0.9909,0.0203,0.2574
9312,191,6,3.75,0.9909,0.0205,0.2574
9312,193,6,3.75,0.9909,0.0207,0.2574
9312,195,6,3.75,0.9909,0.0209,0.2574
9312,197,6,3.75,0.9909,0.0212,0.2574
9312,199,6,3.75,0.9909,0.0214,0.2574
9312,201,6,3.75,0.9909,0.0216,0.2574
9312,203,6,3.75,0.9909,0.0218,0.2574
9312,205,6,3.75,0.9909,0.022,0.2574
9312,207,6,3.75,0.9909,0.0222,0.2574
9328,177,6,3.75,0.9909,0.019,0.2574
9328,179,6,3.75,0.9909,0.0192,0.2574
9328,181,6,3.75,0.9909,0.0194,0.2574
9328,183,6,3.75,0.9909,0.0196,0.2574
9328,185,6,3.75,0.9909,0.0198,0.2574
9328,187,6,3.75,0.9909,0.02,0.2574
9328,189,6,3.75,0.9909,0.0203,0.2574
9328,191,6,3.75,0.9909,0.0205,0.2574
9328,193,6,3.75,0.9909,0.0207,0.2574
9328,195,6,3.75,0.9909,0.0209,0.2574
9328,197,6,3.75,0.9909,0.0211,0.2574
9328,199,6,3.75,0.9909,0.0213,0.2574
9328,201,6,3.75,0.9909,0.0215,0.2574
9328,203,6,3.75,0.9909,0.0218,0.2574
9328,205,6,3.75,0.9909,0.022,0.2574
9328,207,6,3.75,0.9909,0.0222,0.2574
9344,177,6,3.75,0.9909,0.0189,0.2574
9344,179,6,3.75,0.9909,0.0192,0.2574
9344,181,6,3.75,0.9909,0.0194,0.2574
9344,183,6,3.75,0.9909,0.0196,0.2574
9344,185,6,3.75,0.9909,0.0198,0.2574
9344,187,6,3.75,0.9909,0.02,0.2574
9344,189,6,3.75,0.9909,0.0202,0.2574
9344,191,6,3.75,0.9909,0.0204,0.2574
9344,193,6,3.75,0.9909,0.0207,0.2574
9344,195,6,3.75,0.9909,0.0209,0.2574
9344,197,6,3.75,0.9909,0.0211,0.2574
9344,199,6,3.75,0.9909,0.0213,0.2574
9344,201,6,3.75,0.9909,0.0215,0.2574
9344,203,6,3.75,0.9909,0.0217,0.2574
9344,205,6,3.75,0.9909,0.0219,0.2574
9344,207,6,3.75,0.9909,0.0222,0.2574
9360,177,6,3.75,0.9909,0.0189,0.2574
9360,179,6,3.75,0.9909,0.0191,0.2574
9360,181,6,3.75,0.9909,0.0193,0.2574
9360,183,6,3.75,0.9909,0.0196,0.2574
9360,185,6,3.75,0.9909,0.0198,0.2574
9360,187,6,3.75,0.9909,0.02,0.2574
9360,189,6,3.75,0.9909,0.0202,0.2574
9360,191,6,3.75,0.9909,0.0204,0.2574
9360,193,6,3.75,0.9909,0.0206,0.2574
9360,195,6,3.75,0.9909,0.0208,0.2574
9360,197,6,3.75,0.9909,0.021,0.2574
9360,199,6,3.75,0.9909,0.0213,0.2574
9360,201,6,3.75,0.9909,0.0215,0.2574
9360,203,6,3.75,0.9909,0.0217,0.2574
9360,205,6,3.75,0.9909,0.0219,0.2574
9360,207,6,3.75,0.9909,0.0221,0.2574
9376,177,6,3.75,0.9909,0.0189,0.2574
9376,179,6,3.75,0.9909,0.0191,0.2574
9376,181,6,3.75,0.9909,0.0193,0.2574
9376,183,6,3.75,0.9909,0.0195,0.2574
9376,185,6,3.75,0.9909,0.0197,0.2574
9376,187,6,3.75,0.9909,0.0199,0.2574
9376,189,6,3.75,0.9909,0.0202,0.2574
9376,191,6,3.75,0.9909,0.0204,0.2574
9376,193,6,3.75,0.9909,0.0206,0.2574
9376,195,6,3.75,0.9909,0.0208,0.2574
9376,197,6,3.75,0.9909,0.021,0.2574
9376,199,6,3.75,0.9909,0.0212,0.2574
9376,201,6,3.75,0.9909,0.0214,0.2574
9376,203,6,3.75,0.9909,0.0217,0.2574
9376,205,6,3.75,0.9909,0.0219,0.2574
9376,207,6,3.75,0.9909,0.0221,0.2574
9392,177,6,3.75,0.9909,0.0188,0.2574
9392,179,6,3.75,0.9909,0.0191,0.2574
9392,181,6,3.75,0.9909,0.0193,0.2574
9392,183,6,3.75,0.9909,0.0195,0.2574
9392,185,6,3.75,0.9909,0.0197,0.2574
9392,187,6,3.75,0.9909,0.0199,0.2574
9392,189,6,3.75,0.9909,0.0201,0.2574
9392,191,6,3.75,0.9909,0.0203,0.2574
9392,193,6,3.75,0.9909,0.0205,0.2574
9392,195,6,3.75,0.9909,0.0208,0.2574
9392,197,6,3.75,0.9909,0.021,0.2574
9392,199,6,3.75,0.9909,0.0212,0.2574
9392,201,6,3.75,0.9909,0.0214,0.2574
9392,203,6,3.75,0.9909,0.0216,0.2574
9392,205,6,3.75,0.9909,0.0218,0.2574
9392,207,6,3.75,0.9909,0.022,0.2574
9408,177,6,3.75,0.9909,0.0188,0.2574
9408,179,6,3.75,0.9909,0.019,0.2574
9408,181,6,3.75,0.9909,0.0192,0.2574
9408,183,6,3.75,0.9909,0.0195,0.2574
9408,185,6,3.75,0.9909,0.0197,0.2574
9408,187,6,3.75,0.9909,0.0199,0.2574
9408,189,6,3.75,0.9909,0.0201,0.2574
9408,191,6,3.75,0.9909,0.0203,0.2574
9408,193,6,3.75,0.9909,0.0205,0.2574
9408,195,6,3.75,0.9909,0.0207,0.2574
9408,197,6,3.75,0.9909,0.0209,0.2574
9408,199,6,3.75,0.9909,0.0212,0.2574
9408,201,6,3.75,0.9909,0.0214,0.2574
9408,203,6,3.75,0.9909,0.0216,0.2574
9408,205,6,3.75,0.9909,0.0218,0.2574
9408,207,6,3.75,0.9909,0.022,0.2574
9424,177,6,3.75,0.9909,0.0188,0.2574
9424,179,6,3.75,0.9909,0.019,0.2574
9424,181,6,3.75,0.9909,0.0192,0.2574
9424,183,6,3.75,0.9909,0.0194,0.2574
9424,185,6,3.75,0.9909,0.0196,0.2574
9424,187,6,3.75,0.9909,0.0198,0.2574
9424,189,6,3.75,0.9909,0.0201,0.2574
9424,191,6,3.75,0.9909,0.0203,0.2574
9424,193,6,3.75,0.9909,0.0205,0.2574
9424,195,6,3.75,0.9909,0.0207,0.2574
9424,197,6,3.75,0.9909,0.0209,0.2574
9424,199,6,3.75,0.9909,0.0211,0.2574
9424,201,6,3.75,0.9909,0.0213,0.2574
9424,203,6,3.75,0.9909,0.0215,0.2574
9424,205,6,3.75,0.9909,0.0218,0.2574
9424,207,6,3.75,0.9909,0.022,0.2574
9440,177,6,3.75,0.9909,0.0187,0.2574
9440,179,6,3.75,0.9909,0.019,0.2574
9440,181,6,3.75,0.9909,0.0192,0.2574
9440,183,6,3.75,0.9909,0.0194,0.2574
9440,185,6,3.75,0.9909,0.0196,0.2574
9440,187,6,3.75,0.9909,0.0198,0.2574
9440,189,6,3.75,0.9909,0.02,0.2574
9440,191,6,3.75,0.9909,0.0202,0.2574
9440,193,6,3.75,0.9909,0.0204,0.2574
9440,195,6,3.75,0.9909,0.0207,0.2574
9440,197,6,3.75,0.9909,0.0209,0.2574
9440,199,6,3.75,0.9909,0.0211,0.2574
9440,201,6,3.75,0.9909,0.0213,0.2574
9440,203,6,3.75,0.9909,0.0215,0.2574
9440,205,6,3.75,0.9909,0.0217,0.2574
9440,207,6,3.75,0.9909,0.0219,0.2574
9456,177,6,3.75,0.9909,0.0187,0.2574
9456,179,6,3.75,0.9909,0.0189,0.2574
9456,181,6,3.75,0.9909,0.0191,0.2574
9456,183,6,3.75,0.9909,0.0194,0.2574
9456,185,6,3.75,0.9909,0.0196,0.2574
9456,187,6,3.75,0.9909,0.0198,0.2574
9456,189,6,3.75,0.9909,0.02,0.2574
9456,191,6,3.75,0.9909,0.0202,0.2574
9456,193,6,3.75,0.9909,0.0204,0.2574
9456,195,6,3.75,0.9909,0.0206,0.2574
9456,197,6,3.75,0.9909,0.0208,0.2574
9456,199,6,3.75,0.9909,0.021,0.2574
9456,201,6,3.75,0.9909,0.0213,0.2574
9456,203,6,3.75,0.9909,0.0215,0.2574
9456,205,6,3.75,0.9909,0.0217,0.2574
9456,207,6,3.75,0.9909,0.0219,0.2574
9472,177,6,3.75,0.9909,0.0187,0.2574
9472,179,6,3.75,0.9909,0.0189,0.2574
9472,181,6,3.75,0.9909,0.0191,0.2574
9472,183,6,3.75,0.9909,0.0193,0.2574
9472,185,6,3.75,0.9909,0.0195,0.2574
9472,187,6,3.75,0.9909,0.0197,0.2574
9472,189,6,3.75,0.9909,0.02,0.2574
9472,191,6,3.75,0.9909,0.0202,0.2574
9472,193,6,3.75,0.9909,0.0204,0.2574
9472,195,6,3.75,0.9909,0.0206,0.2574
9472,197,6,3.75,0.9909,0.0208,0.2574
9472,199,6,3.75,0.9909,0.021,0.2574
9472,201,6,3.75,0.9909,0.0212,0.2574
9472,203,6,3.75,0.9909,0.0214,0.2574
9472,205,6,3.75,0.9909,0.0216,0.2574
9472,207,6,3.75,0.9909,0.0219,0.2574
9488,177,6,3.75,0.9909,0.0187,0.2574
9488,179,6,3.75,0.9909,0.0189,0.2574
9488,181,6,3.75,0.9909,0.0191,0.2574
9488,183,6,3.75,0.9909,0.0193,0.2574
9488,185,6,3.75,0.9909,0.0195,0.2574
9488,187,6,3.75,0.9909,0.0197,0.2574
9488,189,6,3.75,0.9909,0.0199,0.2574
9488,191,6,3.75,0.9909,0.0201,0.2574
9488,193,6,3.75,0.9909,0.0203,0.2574
9488,195,6,3.75,0.9909,0.0206,0.2574
9488,197,6,3.75,0.9909,0.0208,0.2574
9488,199,6,3.75,0.9909,0.021,0.2574
9488,201,6,3.75,0.9909,0.0212,0.2574
9488,203,6,3.75,0.9909,0.0214,0.2574
9488,205,6,3.75,0.9909,0.0216,0.2574
9488,207,6,3.75,0.9909,0.0218,0.2574
9504,177,6,3.75,0.9909,0.0186,0.2574
9504,179,6,3.75,0.9909,0.0188,0.2574
9504,181,6,3.75,0.9909,0.019,0.2574
9504,183,6,3.75,0.9909,0.0193,0.2574
9504,185,6,3.75,0.9909,0.0195,0.2574
9504,187,6,3.75,0.9909,0.0197,0.2574
9504,189,6,3.75,0.9909,0.0199,0.2574
9504,191,6,3.75,0.9909,0.0201,0.2574
9504,193,6,3.75,0.9909,0.0203,0.2574
9504,195,6,3.75,0.9909,0.0205,0.2574
9504,197,6,3.75,0.9909,0.0207,0.2574
9504,199,6,3.75,0.9909,0.0209,0.2574
9504,201,6,3.75,0.9909,0.0211,0.2574
9504,203,6,3.75,0.9909,0.0214,0.2574
9504,205,6,3.75,0.9909,0.0216,0.2574
9504,207,6,3.75,0.9909,0.0218,0.2574
9520,177,6,3.75,0.9909,0.0186,0.2574
9520,179,6,3.75,0.9909,0.0188,0.2574
9520,181,6,3.75,0.9909,0.019,0.2574
9520,183,6,3.75,0.9909,0.0192,0.2574
9520,185,6,3.75,0.9909,0.0194,0.2574
9520,187,6,3.75,0.9909,0.0196,0.2574
9520,189,6,3.75,0.9909,0.0199,0.2574
9520,191,6,3.75,0.9909,0.0201,0.2574
9520,193,6,3.75,0.9909,0.0203,0.2574
9520,195,6,3.75,0.9909,0.0205,0.2574
9520,197,6,3.75,0.9909,0.0207,0.2574
9520,199,6,3.75,0.9909,0.0209,0.2574
9520,201,6,3.75,0.9909,0.0211,0.2574
9520,203,6,3.75,0.9909,0.0213,0.2574
9520,205,6,3.75,0.9909,0.0215,0.2574
9520,207,6,3.75,0.9909,0.0217,0.2574
9536,177,6,3.75,0.9909,0.0186,0.2574
9536,179,6,3.75,0.9909,0.0188,0.2574
9536,181,6,3.75,0.9909,0.019,0.2574
9536,183,6,3.75,0.9909,0.0192,0.2574
9536,185,6,3.75,0.9909,0.0194,0.2574
9536,187,6,3.75,0.9909,0.0196,0.2574
9536,189,6,3.75,0.9909,0.0198,0.2574
9536,191,6,3.75,0.9909,0.02,0.2574
9536,193,6,3.75,0.9909,0.0202,0.2574
9536,195,6,3.75,0.9909,0.0204,0.2574
9536,197,6,3.75,0.9909,0.0207,0.2574
9536,199,6,3.75,0.9909,0.0209,0.2574
9536,201,6,3.75,0.9909,0.0211,0.2574
9536,203,6,3.75,0.9909,0.0213,0.2574
9536,205,6,3.75,0.9909,0.0215,0.2574
9536,207,6,3.75,0.9909,0.0217,0.2574
9552,177,6,3.75,0.9909,0.0185,0.2574
9552,179,6,3.75,0.9909,0.0187,0.2574
9552,181,6,3.75,0.9909,0.0189,0.2574
9552,183,6,3.75,0.9909,0.0192,0.2574
9552,185,6,3.75,0.9909,0.0194,0.2574
9552,187,6,3.75,0.9909,0.0196,0.2574
9552,189,6,3.75,0.9909,0.0198,0.2574
9552,191,6,3.75,0.9909,0.02,0.2574
9552,193,6,3.75,0.9909,0.0202,0.2574
9552,195,6,3.75,0.9909,0.0204,0.2574
9552,197,6,3.75,0.9909,0.0206,0.2574
9552,199,6,3.75,0.9909,0.0208,0.2574
9552,201,6,3.75,0.9909,0.021,0.2574
9552,203,6,3.75,0.9909,0.0213,0.2574
9552,205,6,3.75,0.9909,0.0215,0.2574
9552,207,6,3.75,0.9909,0.0217,0.2574
9568,177,6,3.75,0.9909,0.0185,0.2574
9568,179,6,3.75,0.9909,0.0187,0.2574
9568,181,6,3.75,0.9909,0.0189,0.2574
9568,183,6,3.75,0.9909,0.0191,0.2574
9568,185,6,3.75,0.9909,0.0193,0.2574
9568,187,6,3.75,0.9909,0.0195,0.2574
9568,189,6,3.75,0.9909,0.0198,0.2574
9568,191,6,3.75,0.9909,0.02,0.2574
9568,193,6,3.75,0.9909,0.0202,0.2574
9568,195,6,3.75,0.9909,0.0204,0.2574
9568,197,6,3.75,0.9909,0.0206,0.2574
9568,199,6,3.75,0.9909,0.0208,0.2574
9568,201,6,3.75,0.9909,0.021,0.2574
9568,203,6,3.75,0.9909,0.0212,0.2574
9568,205,6,3.75,0.9909,0.0214,0.2574
9568,207,6,3.75,0.9909,0.0216,0.2574
9584,177,6,3.75,0.9909,0.0185,0.2574
9584,179,6,3.75,0.9909,0.0187,0.2574
9584,181,6,3.75,0.9909,0.0189,0.2574
9584,183,6,3.75,0.9909,0.0191,0.2574
9584,185,6,3.75,0.9909,0.0193,0.2574
9584,187,6,3.75,0.9909,0.0195,0.2574
9584,189,6,3.75,0.9909,0.0197,0.2574
9584,191,6,3.75,0.9909,0.0199,0.2574
9584,193,6,3.75,0.9909,0.0201,0.2574
9584,195,6,3.75,0.9909,0.0203,0.2574
9584,197,6,3.75,0.9909,0.0206,0.2574
9584,199,6,3.75,0.9909,0.0208,0.2574
9584,201,6,3.75,0.9909,0.021,0.2574
9584,203,6,3.75,0.9909,0.0212,0.2574
9584,205,6,3.75,0.9909,0.0214,0.2574
9584,207,6,3.75,0.9909,0.0216,0.2574
9600,177,6,3.75,0.9909,0.0184,0.2574
9600,179,6,3.75,0.9909,0.0186,0.2574
9600,181,6,3.75,0.9909,0.0189,0.2574
9600,183,6,3.75,0.9909,0.0191,0.2574
9600,185,6,3.75,0.9909,0.0193,0.2574
9600,187,6,3.75,0.9909,0.0195,0.2574
9600,189,6,3.75,0.9909,0.0197,0.2574
9600,191,6,3.75,0.9909,0.0199,0.2574
9600,193,6,3.75,0.9909,0.0201,0.2574
9600,195,6,3.75,0.9909,0.0203,0.2574
9600,197,6,3.75,0.9909,0.0205,0.2574
9600,199,6,3.75,0.9909,0.0207,0.2574
9600,201,6,3.75,0.9909,0.0209,0.2574
9600,203,6,3.75,0.9909,0.0211,0.2574
9600,205,6,3.75,0.9909,0.0214,0.2574
9600,207,6,3.75,0.9909,0.0216,0.2574
9616,177,6,3.75,0.9909,0.0184,0.2574
9616,179,6,3.75,0.9909,0.0186,0.2574
9616,181,6,3.75,0.9909,0.0188,0.2574
9616,183,6,3.75,0.9909,0.019,0.2574
9616,185,6,3.75,0.9909,0.0192,0.2574
9616,187,6,3.75,0.9909,0.0194,0.2574
9616,189,6,3.75,0.9909,0.0197,0.2574
9616,191,6,3.75,0.9909,0.0199,0.2574
9616,193,6,3.75,0.9909,0.0201,0.2574
9616,195,6,3.75,0.9909,0.0203,0.2574
9616,197,6,3.75,0.9909,0.0205,0.2574
9616,199,6,3.75,0.9909,0.0207,0.2574
