C,P,I,time_pred,recall_pred,P_C_ratio
5504,47,6,2.19,0.9805,0.0085
5504,49,6,2.19,0.9805,0.0089
5504,51,6,2.19,0.9805,0.0093
5504,53,6,2.19,0.9805,0.0096
5504,55,6,2.19,0.9805,0.01
5536,41,6,2.19,0.9805,0.0074
5536,43,6,2.19,0.9805,0.0078
5536,45,6,2.19,0.9805,0.0081
5536,47,6,2.19,0.9805,0.0085
5536,49,6,2.19,0.9805,0.0089
5536,51,6,2.19,0.9805,0.0092
5536,53,6,2.19,0.9805,0.0096
5536,55,6,2.19,0.9805,0.0099
5568,41,6,2.19,0.9805,0.0074
5568,43,6,2.19,0.9805,0.0077
5568,45,6,2.19,0.9805,0.0081
5568,47,6,2.19,0.9805,0.0084
5568,49,6,2.19,0.9805,0.0088
5568,51,6,2.19,0.9805,0.0092
5568,53,6,2.19,0.9805,0.0095
5568,55,6,2.19,0.9805,0.0099
5600,41,6,2.19,0.9805,0.0073
5600,43,6,2.19,0.9805,0.0077
5600,45,6,2.19,0.9805,0.008
5600,47,6,2.19,0.9805,0.0084
5600,49,6,2.19,0.9805,0.0088
5600,51,6,2.19,0.9805,0.0091
5600,53,6,2.19,0.9805,0.0095
5600,55,6,2.19,0.9805,0.0098
5632,41,6,2.19,0.9805,0.0073
5632,43,6,2.19,0.9805,0.0076
5632,45,6,2.19,0.9805,0.008
5632,47,6,2.19,0.9805,0.0083
5632,49,6,2.19,0.9805,0.0087
5632,51,6,2.19,0.9805,0.0091
5632,53,6,2.19,0.9805,0.0094
5632,55,6,2.19,0.9805,0.0098
2336,41,6,2.23,0.986,0.0176
2336,43,6,2.23,0.986,0.0184
2336,45,6,2.23,0.986,0.0193
2336,47,6,2.23,0.986,0.0201
2336,49,6,2.23,0.986,0.021
2336,51,6,2.23,0.986,0.0218
2336,53,6,2.23,0.986,0.0227
2336,55,6,2.23,0.986,0.0235
2368,41,6,2.23,0.986,0.0173
2368,43,6,2.23,0.986,0.0182
2368,45,6,2.23,0.986,0.019
2368,47,6,2.23,0.986,0.0198
2368,49,6,2.23,0.986,0.0207
2368,51,6,2.23,0.986,0.0215
2368,53,6,2.23,0.986,0.0224
2368,55,6,2.23,0.986,0.0232
2400,41,6,2.23,0.986,0.0171
2400,43,6,2.23,0.986,0.0179
2400,45,6,2.23,0.986,0.0187
2400,47,6,2.23,0.986,0.0196
2400,49,6,2.23,0.986,0.0204
2400,51,6,2.23,0.986,0.0213
2400,53,6,2.23,0.986,0.0221
2400,55,6,2.23,0.986,0.0229
2432,41,6,2.23,0.986,0.0169
2432,43,6,2.23,0.986,0.0177
2432,45,6,2.23,0.986,0.0185
2432,47,6,2.23,0.986,0.0193
2432,49,6,2.23,0.986,0.0201
2432,51,6,2.23,0.986,0.021
2432,53,6,2.23,0.986,0.0218
2432,55,6,2.23,0.986,0.0226
2464,41,6,2.23,0.986,0.0166
2464,43,6,2.23,0.986,0.0175
2464,45,6,2.23,0.986,0.0183
2464,47,6,2.23,0.986,0.0191
2464,49,6,2.23,0.986,0.0199
2464,51,6,2.23,0.986,0.0207
2464,53,6,2.23,0.986,0.0215
2464,55,6,2.23,0.986,0.0223
2496,41,6,2.23,0.986,0.0164
2496,43,6,2.23,0.986,0.0172
2496,45,6,2.23,0.986,0.018
2496,47,6,2.23,0.986,0.0188
2496,49,6,2.23,0.986,0.0196
2496,51,6,2.23,0.986,0.0204
2496,53,6,2.23,0.986,0.0212
2496,55,6,2.23,0.986,0.022
2528,41,6,2.23,0.986,0.0162
2528,43,6,2.23,0.986,0.017
2528,45,6,2.23,0.986,0.0178
2528,47,6,2.23,0.986,0.0186
2528,49,6,2.23,0.986,0.0194
2528,51,6,2.23,0.986,0.0202
2528,53,6,2.23,0.986,0.021
2528,55,6,2.23,0.986,0.0218
2560,41,6,2.23,0.986,0.016
2560,43,6,2.23,0.986,0.0168
2560,45,6,2.23,0.986,0.0176
2560,47,6,2.23,0.986,0.0184
2560,49,6,2.23,0.986,0.0191
2560,51,6,2.23,0.986,0.0199
2560,53,6,2.23,0.986,0.0207
2560,55,6,2.23,0.986,0.0215
2592,41,6,2.23,0.986,0.0158
2592,43,6,2.23,0.986,0.0166
2592,45,6,2.23,0.986,0.0174
2592,47,6,2.23,0.986,0.0181
2592,49,6,2.23,0.986,0.0189
2592,51,6,2.23,0.986,0.0197
2592,53,6,2.23,0.986,0.0204
2592,55,6,2.23,0.986,0.0212
2624,41,6,2.23,0.986,0.0156
2624,43,6,2.23,0.986,0.0164
2624,45,6,2.23,0.986,0.0171
2624,47,6,2.23,0.986,0.0179
2624,49,6,2.23,0.986,0.0187
2624,51,6,2.23,0.986,0.0194
2624,53,6,2.23,0.986,0.0202
2624,55,6,2.23,0.986,0.021
2656,41,6,2.23,0.986,0.0154
2656,43,6,2.23,0.986,0.0162
2656,45,6,2.23,0.986,0.0169
2656,47,6,2.23,0.986,0.0177
2656,49,6,2.23,0.986,0.0184
2656,51,6,2.23,0.986,0.0192
2656,53,6,2.23,0.986,0.02
2656,55,6,2.23,0.986,0.0207
2688,41,6,2.23,0.986,0.0153
2688,43,6,2.23,0.986,0.016
2688,45,6,2.23,0.986,0.0167
2688,47,6,2.23,0.986,0.0175
2688,49,6,2.23,0.986,0.0182
2688,51,6,2.23,0.986,0.019
2688,53,6,2.23,0.986,0.0197
2688,55,6,2.23,0.986,0.0205
2720,41,6,2.23,0.986,0.0151
2720,43,6,2.23,0.986,0.0158
2720,45,6,2.23,0.986,0.0165
2720,47,6,2.23,0.986,0.0173
2720,49,6,2.23,0.986,0.018
2720,51,6,2.23,0.986,0.0187
2720,53,6,2.23,0.986,0.0195
2720,55,6,2.23,0.986,0.0202
2752,41,6,2.23,0.986,0.0149
2752,43,6,2.23,0.986,0.0156
2752,45,6,2.23,0.986,0.0164
2752,47,6,2.23,0.986,0.0171
2752,49,6,2.23,0.986,0.0178
2752,51,6,2.23,0.986,0.0185
2752,53,6,2.23,0.986,0.0193
2752,55,6,2.23,0.986,0.02
2784,41,6,2.23,0.986,0.0147
2784,43,6,2.23,0.986,0.0154
2784,45,6,2.23,0.986,0.0162
2784,47,6,2.23,0.986,0.0169
2784,49,6,2.23,0.986,0.0176
2784,51,6,2.23,0.986,0.0183
2784,53,6,2.23,0.986,0.019
2784,55,6,2.23,0.986,0.0198
2816,41,6,2.23,0.986,0.0146
2816,43,6,2.23,0.986,0.0153
2816,45,6,2.23,0.986,0.016
2816,47,6,2.23,0.986,0.0167
2816,49,6,2.23,0.986,0.0174
2816,51,6,2.23,0.986,0.0181
2816,53,6,2.23,0.986,0.0188
2816,55,6,2.23,0.986,0.0195
1824,41,6,2.39,0.9863,0.0225
1824,43,6,2.39,0.9863,0.0236
1824,45,6,2.39,0.9863,0.0247
1824,47,6,2.39,0.9863,0.0258
1824,49,6,2.39,0.9863,0.0269
1824,51,6,2.39,0.9863,0.028
1824,53,6,2.39,0.9863,0.0291
1824,55,6,2.39,0.9863,0.0302
1856,41,6,2.39,0.9863,0.0221
1856,43,6,2.39,0.9863,0.0232
1856,45,6,2.39,0.9863,0.0242
1856,47,6,2.39,0.9863,0.0253
1856,49,6,2.39,0.9863,0.0264
1856,51,6,2.39,0.9863,0.0275
1856,53,6,2.39,0.9863,0.0286
1856,55,6,2.39,0.9863,0.0296
1888,41,6,2.39,0.9863,0.0217
1888,43,6,2.39,0.9863,0.0228
1888,45,6,2.39,0.9863,0.0238
1888,47,6,2.39,0.9863,0.0249
1888,49,6,2.39,0.9863,0.026
1888,51,6,2.39,0.9863,0.027
1888,53,6,2.39,0.9863,0.0281
1888,55,6,2.39,0.9863,0.0291
1920,41,6,2.39,0.9863,0.0214
1920,43,6,2.39,0.9863,0.0224
1920,45,6,2.39,0.9863,0.0234
1920,47,6,2.39,0.9863,0.0245
1920,49,6,2.39,0.9863,0.0255
1920,51,6,2.39,0.9863,0.0266
1920,53,6,2.39,0.9863,0.0276
1920,55,6,2.39,0.9863,0.0286
1952,41,6,2.39,0.9863,0.021
1952,43,6,2.39,0.9863,0.022
1952,45,6,2.39,0.9863,0.0231
1952,47,6,2.39,0.9863,0.0241
1952,49,6,2.39,0.9863,0.0251
1952,51,6,2.39,0.9863,0.0261
1952,53,6,2.39,0.9863,0.0272
1952,55,6,2.39,0.9863,0.0282
1984,41,6,2.39,0.9863,0.0207
1984,43,6,2.39,0.9863,0.0217
1984,45,6,2.39,0.9863,0.0227
1984,47,6,2.39,0.9863,0.0237
1984,49,6,2.39,0.9863,0.0247
1984,51,6,2.39,0.9863,0.0257
1984,53,6,2.39,0.9863,0.0267
1984,55,6,2.39,0.9863,0.0277
2016,41,6,2.39,0.9863,0.0203
2016,43,6,2.39,0.9863,0.0213
2016,45,6,2.39,0.9863,0.0223
2016,47,6,2.39,0.9863,0.0233
2016,49,6,2.39,0.9863,0.0243
2016,51,6,2.39,0.9863,0.0253
2016,53,6,2.39,0.9863,0.0263
2016,55,6,2.39,0.9863,0.0273
2048,41,6,2.39,0.9863,0.02
2048,43,6,2.39,0.9863,0.021
2048,45,6,2.39,0.9863,0.022
2048,47,6,2.39,0.9863,0.0229
2048,49,6,2.39,0.9863,0.0239
2048,51,6,2.39,0.9863,0.0249
2048,53,6,2.39,0.9863,0.0259
2048,55,6,2.39,0.9863,0.0269
2080,41,6,2.39,0.9863,0.0197
2080,43,6,2.39,0.9863,0.0207
2080,45,6,2.39,0.9863,0.0216
2080,47,6,2.39,0.9863,0.0226
2080,49,6,2.39,0.9863,0.0236
2080,51,6,2.39,0.9863,0.0245
2080,53,6,2.39,0.9863,0.0255
2080,55,6,2.39,0.9863,0.0264
2112,41,6,2.39,0.9863,0.0194
2112,43,6,2.39,0.9863,0.0204
2112,45,6,2.39,0.9863,0.0213
2112,47,6,2.39,0.9863,0.0223
2112,49,6,2.39,0.9863,0.0232
2112,51,6,2.39,0.9863,0.0241
2112,53,6,2.39,0.9863,0.0251
2112,55,6,2.39,0.9863,0.026
2144,41,6,2.39,0.9863,0.0191
2144,43,6,2.39,0.9863,0.0201
2144,45,6,2.39,0.9863,0.021
2144,47,6,2.39,0.9863,0.0219
2144,49,6,2.39,0.9863,0.0229
2144,51,6,2.39,0.9863,0.0238
2144,53,6,2.39,0.9863,0.0247
2144,55,6,2.39,0.9863,0.0257
2176,41,6,2.39,0.9863,0.0188
2176,43,6,2.39,0.9863,0.0198
2176,45,6,2.39,0.9863,0.0207
2176,47,6,2.39,0.9863,0.0216
2176,49,6,2.39,0.9863,0.0225
2176,51,6,2.39,0.9863,0.0234
2176,53,6,2.39,0.9863,0.0244
2176,55,6,2.39,0.9863,0.0253
2208,41,6,2.39,0.9863,0.0186
2208,43,6,2.39,0.9863,0.0195
2208,45,6,2.39,0.9863,0.0204
2208,47,6,2.39,0.9863,0.0213
2208,49,6,2.39,0.9863,0.0222
2208,51,6,2.39,0.9863,0.0231
2208,53,6,2.39,0.9863,0.024
2208,55,6,2.39,0.9863,0.0249
2240,41,6,2.39,0.9863,0.0183
2240,43,6,2.39,0.9863,0.0192
2240,45,6,2.39,0.9863,0.0201
2240,47,6,2.39,0.9863,0.021
2240,49,6,2.39,0.9863,0.0219
2240,51,6,2.39,0.9863,0.0228
2240,53,6,2.39,0.9863,0.0237
2240,55,6,2.39,0.9863,0.0246
2272,41,6,2.39,0.9863,0.018
2272,43,6,2.39,0.9863,0.0189
2272,45,6,2.39,0.9863,0.0198
2272,47,6,2.39,0.9863,0.0207
2272,49,6,2.39,0.9863,0.0216
2272,51,6,2.39,0.9863,0.0224
2272,53,6,2.39,0.9863,0.0233
2272,55,6,2.39,0.9863,0.0242
2304,41,6,2.39,0.9863,0.0178
2304,43,6,2.39,0.9863,0.0187
2304,45,6,2.39,0.9863,0.0195
2304,47,6,2.39,0.9863,0.0204
2304,49,6,2.39,0.9863,0.0213
2304,51,6,2.39,0.9863,0.0221
2304,53,6,2.39,0.9863,0.023
2304,55,6,2.39,0.9863,0.0239
1440,41,6,2.55,0.9913,0.0285
1440,43,6,2.55,0.9913,0.0299
1440,45,6,2.55,0.9913,0.0312
1440,47,6,2.55,0.9913,0.0326
1440,49,6,2.55,0.9913,0.034
1440,51,6,2.55,0.9913,0.0354
1440,53,6,2.55,0.9913,0.0368
1440,55,6,2.55,0.9913,0.0382
1472,41,6,2.55,0.9913,0.0279
1472,43,6,2.55,0.9913,0.0292
1472,45,6,2.55,0.9913,0.0306
1472,47,6,2.55,0.9913,0.0319
1472,49,6,2.55,0.9913,0.0333
1472,51,6,2.55,0.9913,0.0346
1472,53,6,2.55,0.9913,0.036
1472,55,6,2.55,0.9913,0.0374
1504,41,6,2.55,0.9913,0.0273
1504,43,6,2.55,0.9913,0.0286
1504,45,6,2.55,0.9913,0.0299
1504,47,6,2.55,0.9913,0.0312
1504,49,6,2.55,0.9913,0.0326
1504,51,6,2.55,0.9913,0.0339
1504,53,6,2.55,0.9913,0.0352
1504,55,6,2.55,0.9913,0.0366
1536,41,6,2.55,0.9913,0.0267
1536,43,6,2.55,0.9913,0.028
1536,45,6,2.55,0.9913,0.0293
1536,47,6,2.55,0.9913,0.0306
1536,49,6,2.55,0.9913,0.0319
1536,51,6,2.55,0.9913,0.0332
1536,53,6,2.55,0.9913,0.0345
1536,55,6,2.55,0.9913,0.0358
1568,41,6,2.55,0.9913,0.0261
1568,43,6,2.55,0.9913,0.0274
1568,45,6,2.55,0.9913,0.0287
1568,47,6,2.55,0.9913,0.03
1568,49,6,2.55,0.9913,0.0312
1568,51,6,2.55,0.9913,0.0325
1568,53,6,2.55,0.9913,0.0338
1568,55,6,2.55,0.9913,0.0351
