m,max_layer,efc,efs,avg_recall,avg_recall,avg_recall,avg_time_ms,avg_time_ms,avg_time_ms
59,3,462,740,0.99002,,1,2.14577,,1
59,3,462,800,0.99118,,1,2.322177,,1
59,3,462,1040,0.9943,,1,3.377183,,1
59,3,462,2000,0.99832,,1,5.570724,,1
59,5,763,560,0.98904,0.0,2,1.939145,0.08700383257075509,2
59,5,763,590,0.98994,0.0,2,2.0598549999999998,0.14914154807430435,2
59,5,763,592,0.98997,0.0,2,2.203198,0.34486446246605357,2
59,5,763,593,0.99,0.0,2,2.032368,0.09221379533453784,2
59,5,763,594,0.99003,0.0,4,2.021687,0.0813809845438929,4
59,5,763,598,0.99016,0.0,2,2.1305245,0.1887289212190331,2
59,5,763,605,0.99031,0.0,2,2.1105355,0.12974348774601377,2
59,5,763,620,0.99075,0.0,2,2.179063,0.17242516016521472,2
59,5,763,680,0.99236,0.0,2,2.4526575,0.3511951894780167,2
59,5,763,800,0.99446,0.0,2,2.767706,0.22103592294466556,2
59,5,763,1040,0.99667,0.0,2,3.556663,0.12579712480021144,2
59,5,763,2000,0.99899,0.0,2,6.905831,0.3815420912061992,2
60,13,317,560,0.97831,,1,1.448636,,1
60,13,317,800,0.98685,,1,2.041311,,1
60,13,317,920,0.98936,,1,2.326829,,1
60,13,317,950,0.98984,,1,2.369522,,1
60,13,317,958,0.98994,,1,2.445767,,1
60,13,317,960,0.98996,,1,2.401129,,1
60,13,317,961,0.98997,,1,2.412275,,1
60,13,317,962,0.99,0.0,2,2.393282,0.0,2
60,13,317,965,0.99006,,1,2.42827,,1
60,13,317,980,0.9903,,1,2.456226,,1
60,13,317,1040,0.99126,,1,2.602161,,1
60,13,317,2000,0.99716,,1,5.163594,,1
61,3,539,560,0.98614,,1,1.716892,,1
61,3,539,620,0.98832,,1,1.873744,,1
61,3,539,650,0.98934,,1,2.297876,,1
61,3,539,665,0.98977,,1,2.027663,,1
61,3,539,673,0.98994,,1,2.074861,,1
61,3,539,674,0.98996,,1,2.064932,,1
61,3,539,675,0.99002,,1,2.039428,,1
61,3,539,677,0.99005,0.0,2,2.021822,0.0,2
61,3,539,680,0.99012,,1,2.039111,,1
61,3,539,800,0.9923,,1,2.399126,,1
61,3,539,1040,0.99513,,1,3.087058,,1
61,3,539,2000,0.99869,,1,6.072736,,1
61,4,645,560,0.98782,,1,2.129245,,1
61,4,645,620,0.98976,,1,1.975707,,1
61,4,645,624,0.98987,,1,2.296304,,1
61,4,645,626,0.98996,,1,1.990896,,1
61,4,645,627,0.99001,0.0,2,1.991079,0.0,2
61,4,645,628,0.99004,,1,2.003295,,1
61,4,645,635,0.99023,,1,2.026581,,1
61,4,645,650,0.99067,,1,2.117798,,1
61,4,645,680,0.99149,,1,2.144738,,1
61,4,645,800,0.99359,,1,2.543303,,1
61,4,645,1040,0.99602,,1,3.231184,,1
61,4,645,2000,0.99887,,1,6.080937,,1
62,7,479,560,0.9852,,1,1.640757,,1
62,7,479,680,0.98923,,1,1.999058,,1
62,7,479,710,0.98997,,1,2.048433,,1
62,7,479,712,0.98998,,1,2.061246,,1
62,7,479,713,0.99,0.0,2,2.056185,0.0,2
62,7,479,714,0.99001,,1,2.358226,,1
62,7,479,718,0.99008,,1,2.09744,,1
62,7,479,725,0.9903,,1,2.092863,,1
62,7,479,740,0.9906,,1,2.141405,,1
62,7,479,800,0.99163,,1,2.470647,,1
62,7,479,1040,0.9945,,1,2.979119,,1
62,7,479,2000,0.99857,,1,5.588157,,1
63,3,547,560,0.98641,,1,1.706271,,1
63,3,547,620,0.98857,,1,1.893285,,1
63,3,547,650,0.98958,,1,1.99376,,1
63,3,547,665,0.98997,,1,2.030106,,1
63,3,547,666,0.98998,,1,2.379995,,1
63,3,547,667,0.99001,0.0,2,2.020563,0.0,2
63,3,547,669,0.99007,,1,2.041116,,1
63,3,547,673,0.99013,,1,2.042437,,1
63,3,547,680,0.99038,,1,2.384495,,1
63,3,547,800,0.99259,,1,2.393228,,1
63,3,547,1040,0.99522,,1,3.109805,,1
63,3,547,2000,0.99875,,1,5.882499,,1
63,3,661,560,0.98825,,1,1.902446,,1
63,3,661,590,0.98906,,1,2.345606,,1
63,3,661,605,0.98964,,1,2.026955,,1
63,3,661,613,0.98992,,1,2.00776,,1
63,3,661,615,0.98998,,1,2.047504,,1
63,3,661,616,0.98998,,1,2.006643,,1
63,3,661,617,0.99,,1,2.061826,,1
63,3,661,620,0.9901,0.0,2,2.061393,0.0,2
63,3,661,680,0.99169,,1,2.246853,,1
63,3,661,800,0.99379,,1,2.590216,,1
63,3,661,1040,0.99609,,1,3.38596,,1
63,3,661,2000,0.9989,,1,7.079867,,1
63,6,605,2000,0.77815,0.0,2,6.135603,0.0,2
64,7,623,560,0.98782,,1,1.774426,,1
64,7,623,620,0.98976,,1,1.983283,,1
64,7,623,624,0.98991,,1,1.994263,,1
64,7,623,626,0.98997,,1,1.994428,,1
64,7,623,627,0.98999,,1,2.321271,,1
64,7,623,628,0.99003,0.0,2,1.984766,0.0,2
64,7,623,635,0.99027,,1,2.023978,,1
64,7,623,650,0.99068,,1,2.031515,,1
64,7,623,680,0.99144,,1,2.462166,,1
64,7,623,800,0.99349,,1,2.494722,,1
64,7,623,1040,0.99588,,1,3.244223,,1
64,7,623,2000,0.99886,,1,5.997666,,1
67,6,985,320,0.97635,,1,1.209267,,1
67,6,985,350,0.97896,,1,1.326228,,1
67,6,985,358,0.97963,,1,1.361692,,1
67,6,985,360,0.97981,,1,1.411922,,1
67,6,985,361,0.97993,,1,1.371194,,1
67,6,985,362,0.98003,0.0,2,1.373966,0.0,2
67,6,985,365,0.98023,,1,1.406078,,1
67,6,985,380,0.98146,,1,1.449448,,1
67,6,985,440,0.98506,,1,1.664016,,1
67,6,985,560,0.98991,,1,2.077097,,1
67,6,985,1040,0.99656,,1,3.808906,,1
67,6,985,2000,0.99848,,1,7.120913,,1
70,1,1096,320,0.97845,,1,1.253069,,1
70,1,1096,335,0.97978,,1,1.32868,,1
70,1,1096,337,0.97994,,1,1.310565,,1
70,1,1096,338,0.98006,,1,1.331507,,1
70,1,1096,339,0.9801,0.0,2,1.325832,0.0,2
70,1,1096,343,0.9805,,1,1.717653,,1
70,1,1096,350,0.98109,,1,1.377555,,1
70,1,1096,380,0.9834,,1,1.477886,,1
70,1,1096,440,0.98688,,1,1.768079,,1
70,1,1096,560,0.9915,,1,2.168251,,1
70,1,1096,1040,0.99762,,1,4.002727,,1
70,1,1096,2000,0.99935,,1,7.450699,,1
80,11,1301,200,0.96017,,1,0.847487,,1
80,11,1301,260,0.97285,,1,1.082084,,1
80,11,1301,290,0.97685,,1,1.19332,,1
80,11,1301,305,0.97866,,1,1.257899,,1
80,11,1301,313,0.97958,,1,1.281137,,1
80,11,1301,317,0.97992,,1,1.30389,,1
80,11,1301,318,0.98,0.0,2,1.288454,0.0,2
80,11,1301,319,0.98008,,1,1.297694,,1
80,11,1301,320,0.98018,,1,1.324356,,1
80,11,1301,560,0.99255,,1,2.570541,,1
80,11,1301,1040,0.99803,,1,4.046293,,1
80,11,1301,2000,0.9994,,1,7.663727,,1
82,13,985,320,0.97744,,1,1.219081,,1
82,13,985,335,0.97892,,1,1.31418,,1
82,13,985,343,0.97958,,1,1.333426,,1
82,13,985,347,0.97992,,1,1.327668,,1
82,13,985,348,0.98,,1,1.345531,,1
82,13,985,349,0.9801,0.0,2,1.335618,0.0,2
82,13,985,350,0.98022,,1,1.346513,,1
82,13,985,380,0.98264,,1,1.472776,,1
82,13,985,440,0.98633,,1,1.762362,,1
82,13,985,560,0.99111,,1,2.123122,,1
82,13,985,1040,0.99748,,1,3.84706,,1
82,13,985,2000,0.99935,,1,7.365744,,1
